"IntentContract","IntentEmail","Manip01","Manip02","Manip03","PriceQuality","PsychOwn01","PsychOwn02","PsychOwn03","PsychOwn04","GWA01","GWA02","GWA03","GWA04","CFC01","CFC02","CFC03","CFC04","CFC05","CFC06","CFC07","CFC08","CFC09","CFC10","CFC11","CFC12","CFC13","CFC14","BVO01","BVO02","BVO03","BVO04","Secure01","Secure02","Secure03","Secure04","Privacy01","Privacy02","Privacy03","Privacy04","BikeOwn","BikeShare","BikeStolen","CarLicense","CarAccess","BikeFreq","BikePurpose","BikeDuration","TravelMode","Travel01","Travel02","Travel03","dGender","YrBirth","dIBA","SatFac","HrPWork","HrVWork","HrClass","HrStud","cLiving","cLocate","dPreMas","dSports","dFraternity","dAssoc","dAbroad","Control01","Control02","Control03","SurveyDifficult","SurveyMotive","SurveyLike","SurveyBoring","SurveyClear"
85,60,2,2,1,0.268292682926829,1,1,2,7,2,2,1,3,2,4,3,3,2,4,5,4,2,4,5,2,1,4,5,4,4,2,4,4,3,2,4,4,4,4,1,2,2,1,1,2,1,10,2,3,1,1,1,1998,1,64,10,3,8,5,3,2,2,1,2,2,2,2,2,2,2,1,2,2,1
15,15,1,1,1,3.61904761904762,2,3,2,7,1,2,2,2,3,3,1,2,4,4,3,2,2,2,2,4,5,4,5,4,3,2,5,5,2,3,4,5,4,5,1,1,1,1,2,2,1,6,4,1,-4,0,1,1998,2,45,0,8,6,40,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2
80,60,2,2,2,1.90909090909091,3,3,6,6,4,4,4,4,4,3,3,3,5,1,3,4,3,2,2,4,4,4,5,5,4,2,2,4,4,2,3,4,3,2,1,1,1,1,1,2,1,30,2,1,-2,-1,1,1998,1,50,0,2,7,15,3,2,2,1,2,1,2,2,2,2,2,1,2,1,2
81,0,2,2,1,1.47619047619048,1,1,1,6,1,1,1,1,4,4,2,2,4,4,4,4,2,2,3,3,4,3,5,5,5,5,4,4,4,4,2,2,2,2,1,2,2,1,1,4,4,10,2,2,3,3,1,1998,1,60,6,0,4,2,3,2,2,2,2,1,2,2,2,1,2,2,2,1,1
30,30,2,2,1,3.72727272727273,1,1,1,7,2,1,1,1,4,4,2,2,4,3,4,4,2,2,2,2,4,4,3,3,4,3,4,4,4,2,2,2,2,2,1,2,2,1,1,4,3,20,2,2,0,0,2,1998,1,60,8,8,10,10,3,1,2,1,2,1,2,1,1,3,1,2,2,1,1
59,80,2,1,2,1.47619047619048,3,3,3,5,2,2,1,3,4,4,2,1,4,4,5,3,2,2,1,3,5,5,3,3,3,3,3,4,4,3,3,2,3,3,1,2,1,1,1,2,1,10,4,0,-2,1,1,1998,2,85,6,2,8,5,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1
40,5,1,2,1,1.69444444444444,5,6,3,2,2,4,4,4,4,3,1,2,3,5,5,4,2,1,2,3,4,4,6,5,5,5,4,5,2,4,1,1,2,3,1,2,1,2,2,2,1,20,4,4,-4,-5,2,1999,2,50,20,0,8,40,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1
10,20,1,1,3,0.803921568627451,2,2,2,6,2,1,2,1,4,3,2,2,2,1,3,3,3,2,2,4,4,4,4,4,4,4,4,5,4,1,4,3,4,4,1,2,2,1,1,3,1,15,2,1,4,5,1,1998,1,70,11,0,3,12,3,1,2,1,2,2,2,1,1,2,2,1,2,1,1
25,3,3,1,1,2.19047619047619,3,2,5,5,3,1,1,2,3,3,2,1,3,4,2,2,4,3,3,3,3,3,3,2,5,4,2,3,3,5,3,2,3,2,2,1,1,1,2,2,1,10,4,-2,3,5,2,1999,1,57,20,0,6,8,2,1,2,1,1,2,2,3,1,1,2,2,1,2,1
46,68,1,1,3,1,2,2,2,6,1,1,2,1,4,3,1,1,3,4,4,4,1,2,2,2,4,4,4,4,4,4,4,4,4,3,2,2,2,2,1,2,2,1,1,2,1,15,4,3,2,2,2,1999,1,77,15,0,15,10,2,4,2,2,1,2,2,1,1,3,2,1,1,2,1
15,10,3,1,1,2.25,1,7,1,7,2,2,1,2,4,3,3,3,3,2,4,3,4,2,3,4,4,3,4,5,5,3,2,4,3,1,3,3,4,2,1,2,2,2,2,3,3,30,2,4,1,4,2,1997,1,70,0,2,16,18,3,5,2,1,2,2,2,3,1,1,2,1,2,1,1
70,24,1,2,1,1.32258064516129,1,1,1,7,2,3,3,2,3,3,3,3,4,2,4,4,2,2,2,2,4,4,3,4,5,2,4,5,5,2,3,4,3,3,1,2,2,1,1,3,3,12,2,3,1,1,1,1997,1,75,3,0,8,20,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1
9,61,1,2,1,3.72727272727273,2,3,2,6,1,2,1,1,5,4,3,4,4,2,4,4,2,2,3,2,5,4,4,4,6,4,4,5,5,3,3,1,2,2,1,2,2,1,1,5,1,40,2,3,4,4,2,1998,1,58,16,0,8,21,2,1,2,1,2,1,2,2,1,3,1,2,1,2,2
83,30,2,1,1,0.583333333333333,2,2,1,7,1,1,1,3,4,2,2,2,4,2,4,3,2,3,2,2,5,4,2,3,3,2,2,4,3,1,4,4,4,4,1,2,2,1,1,2,1,10,2,4,-1,3,1,1998,1,81,6,0,8,10,3,3,2,1,2,1,2,2,1,3,2,2,1,2,1
5,10,3,2,3,1.95238095238095,1,1,1,6,3,1,3,1,3,4,2,4,5,2,4,2,2,4,3,4,4,3,5,5,4,4,5,5,4,2,3,3,2,4,1,2,2,1,2,4,4,30,2,4,5,5,1,1997,1,75,0,0,16,25,1,1,1,1,2,2,1,5,2,3,1,1,2,1,1
10,0,1,1,1,0.803921568627451,1,2,1,7,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,3,4,3,4,4,4,4,2,5,2,1,4,4,4,4,1,2,2,1,1,3,1,0,2,2,3,4,1,1999,1,70,10,0,10,10,3,5,2,1,2,2,2,1,1,1,2,2,1,2,1
7,8,3,2,2,3.72727272727273,3,3,3,5,1,1,1,1,4,4,3,2,4,3,4,4,2,3,1,3,4,4,4,4,4,4,4,5,5,2,4,4,4,4,1,2,1,1,1,2,1,20,2,3,4,4,1,1998,1,80,16,0,10,25,3,4,2,1,2,2,2,3,1,2,2,1,1,2,1
10,20,1,1,3,0.803921568627451,1,1,1,7,1,3,3,2,4,2,2,3,5,4,4,3,2,3,2,3,4,4,4,4,4,5,2,5,5,5,3,2,2,2,1,2,2,1,1,3,1,30,2,5,3,3,1,1999,1,91,25,0,10,10,2,1,2,1,2,2,2,5,1,3,2,2,2,1,1
0,0,3,1,1,31,2,4,2,7,1,2,2,1,4,3,2,3,3,1,4,3,2,3,3,4,4,3,6,6,6,4,1,4,1,1,2,2,2,2,2,2,2,1,1,1,3,0,2,1,5,5,1,1997,1,76,5,0,3,20,3,2,2,2,2,2,1,3,1,1,1,1,1,2,1
10,10,1,2,2,1,2,2,3,6,1,1,1,1,2,3,3,3,3,2,4,4,2,4,3,4,5,4,2,2,3,1,3,5,3,1,3,4,4,4,1,2,2,1,1,3,3,10,2,-3,-2,5,1,1994,1,75,12,0,6,9,3,3,2,1,2,2,2,1,1,2,2,2,2,1,1
8,24,3,1,2,1.47619047619048,2,3,2,5,2,3,3,3,4,4,1,1,3,4,3,4,2,2,1,2,4,4,5,5,3,4,3,5,4,2,2,2,2,2,1,2,1,1,1,2,1,10,2,-2,-3,2,1,1996,2,85,12,0,4,20,2,2,2,1,2,2,1,3,1,2,2,2,2,1,1
71,93,2,1,3,18,5,6,5,5,2,3,4,2,4,3,2,1,3,5,1,5,1,1,2,1,4,2,5,6,6,4,2,5,2,1,3,1,2,2,1,1,2,1,1,3,3,40,2,-3,1,-4,1,1999,1,62,8,0,10,25,1,1,2,2,1,2,2,1,1,3,1,1,1,2,1
61,29,2,2,2,0.634146341463415,1,1,1,7,3,3,4,2,5,3,2,2,2,4,4,3,1,2,2,2,4,4,5,5,5,4,1,3,2,1,2,1,2,1,1,2,2,1,1,2,2,15,2,-3,-2,-1,2,1997,1,80,15,0,12,26,4,4,2,1,2,1,2,2,2,2,2,1,2,1,1
10,15,3,2,2,1,2,3,2,6,1,1,1,1,4,3,3,4,3,4,3,4,4,2,3,3,4,3,4,3,4,4,2,4,3,2,2,3,2,2,1,2,2,1,2,2,1,5,2,-1,2,5,1,1999,1,70,0,0,10,4,3,2,2,1,2,2,2,3,1,2,2,2,2,1,1
81,88,2,1,2,5.16666666666667,5,4,4,3,1,1,1,1,4,2,4,4,4,2,3,5,4,2,4,3,3,3,4,5,5,4,2,4,3,2,4,4,4,4,1,2,1,1,2,3,1,10,2,5,1,1,1,1995,1,70,0,0,0,2,4,2,2,2,1,2,2,2,1,2,2,1,1,2,1
80,30,2,1,1,7.66666666666667,2,4,3,5,2,1,2,2,3,3,4,3,4,4,4,3,4,2,3,3,4,3,4,4,4,4,3,4,4,3,2,2,2,2,1,2,2,1,1,2,1,5,4,0,-3,4,2,1999,1,76,0,0,2,20,1,2,2,1,1,2,2,2,1,3,2,1,1,2,2
40,60,3,2,2,1.3125,3,3,2,6,3,2,3,2,4,3,3,3,3,4,4,4,2,2,2,3,4,3,4,4,4,4,3,4,3,2,2,3,2,2,2,2,1,1,1,4,3,15,2,-2,3,2,1,1996,1,70,11,0,10,10,5,3,2,1,2,1,2,3,2,2,2,1,1,2,1
20,50,3,1,3,3.72727272727273,5,3,3,4,1,4,4,2,5,4,3,2,3,4,5,4,4,2,3,3,4,2,5,6,5,4,5,5,4,1,4,4,3,3,2,2,1,2,2,1,1,15,2,-1,3,-1,2,1997,1,54,6,0,20,40,1,2,2,1,1,1,1,1,1,3,2,1,1,1,1
60,70,3,2,1,0.583333333333333,1,1,1,7,3,4,3,4,3,3,1,1,4,4,5,3,1,1,2,1,5,4,5,5,5,3,3,5,5,3,2,1,2,3,1,2,2,1,1,2,1,30,4,5,4,4,2,1997,1,81,16,0,6,18,1,1,2,1,1,2,1,3,1,1,2,1,1,2,1
50,60,2,2,3,31,3,4,2,6,1,1,1,1,4,4,2,2,5,4,4,4,3,4,2,4,4,3,4,4,4,4,2,4,2,2,4,4,4,4,1,2,2,1,1,3,3,5,1,2,2,4,1,1998,1,80,10,3,6,30,3,3,2,1,2,2,2,5,4,3,2,1,1,2,1
20,1,1,2,1,9.33333333333333,3,4,5,3,2,1,1,1,4,4,2,3,4,4,5,4,2,2,2,5,5,5,3,5,3,5,4,4,2,1,2,1,1,1,1,2,2,1,1,1,4,5,2,1,5,5,2,1998,1,65,18,0,6,18,3,2,2,2,2,2,2,1,2,2,2,1,1,2,1
50,0,2,1,1,1.9375,2,2,2,2,2,2,2,2,4,3,2,2,3,4,3,3,2,3,2,3,2,4,4,3,4,3,3,4,4,1,3,3,4,3,1,2,2,1,2,2,1,6,4,3,-1,4,2,1999,1,20,3,0,6,15,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1
3,5,3,1,2,41,2,2,2,7,1,1,2,1,3,2,2,2,4,3,3,4,3,3,3,3,4,3,4,3,5,2,2,5,2,1,2,2,1,1,1,2,2,1,1,3,3,5,2,0,2,5,2,1999,1,67,11,0,10,25,3,4,2,1,2,2,2,3,1,2,2,1,1,2,1
80,60,2,1,3,5.16666666666667,2,2,2,5,1,1,1,1,4,2,4,5,4,1,2,2,3,5,4,4,3,2,3,3,4,4,4,4,2,1,2,2,1,2,1,2,1,1,1,3,1,15,2,-5,2,5,1,1996,1,38,16,0,10,20,2,1,2,1,2,2,2,2,1,3,1,1,1,2,2
0,1,2,1,1,10.1666666666667,6,6,6,2,3,3,1,4,4,3,3,4,4,2,4,3,2,2,5,4,4,4,4,4,4,5,2,5,5,4,2,2,2,2,1,2,2,1,1,2,1,20,4,-1,-4,-3,1,1999,1,53,9,2,10,10,2,1,2,2,1,2,2,1,1,3,1,1,1,1,2
70,85,2,2,2,36,6,7,6,3,1,1,1,2,4,4,1,2,4,4,4,5,2,2,1,2,4,4,4,4,4,3,2,4,2,1,2,5,2,5,1,1,1,1,1,2,1,20,2,-2,3,5,1,1995,1,56,16,0,8,20,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2
0,1,3,2,1,61,1,1,1,7,1,1,1,2,5,5,2,2,5,5,5,2,2,1,2,4,5,5,3,4,4,3,2,4,4,2,4,4,4,4,1,2,2,1,1,3,1,0,4,3,3,4,2,1995,1,30,0,0,10,10,1,1,2,2,2,2,2,3,1,2,2,1,2,1,1
50,65,1,1,3,0.508196721311475,2,2,2,6,2,3,1,4,4,3,2,2,4,2,3,3,2,3,2,2,4,2,3,4,3,3,3,5,5,2,4,4,4,4,1,2,2,1,1,2,1,20,2,4,-2,-1,1,1998,1,82,12,0,12,10,3,2,2,1,2,2,2,1,1,3,2,1,1,2,1
65,25,2,1,3,2.36363636363636,2,2,2,7,2,2,3,3,4,3,3,2,3,2,4,3,2,3,3,3,4,4,4,5,5,4,3,4,4,4,2,2,2,2,1,2,2,1,1,4,1,10,6,-4,3,3,2,1999,1,72,30,0,10,8,3,4,2,1,2,2,2,2,1,3,2,1,1,1,1
19,29,1,2,3,1.55555555555556,3,3,3,5,1,2,3,3,5,3,2,2,3,4,4,4,2,2,2,4,4,2,4,4,4,4,1,5,4,3,2,4,2,4,1,2,2,2,2,5,1,20,2,4,3,3,1,1996,2,60,0,0,15,30,2,3,2,1,1,2,1,2,1,3,2,1,1,2,1
66,34,1,1,1,3.38095238095238,3,3,2,5,2,1,2,1,3,3,2,2,3,4,3,4,2,3,3,3,4,4,4,3,4,3,2,4,4,2,2,4,3,2,1,2,2,1,1,4,2,10,2,1,1,3,1,1999,1,77,20,0,6,7,3,2,2,1,2,1,2,1,1,1,2,1,1,2,1
70,25,2,1,2,0.523809523809524,2,2,2,7,1,2,3,3,4,3,2,3,4,3,4,3,2,4,4,3,4,4,3,5,4,4,2,4,4,1,2,1,4,3,1,1,2,1,1,2,1,15,2,3,1,-1,2,1996,1,78,7,0,10,36,5,2,2,2,2,2,2,2,1,2,1,2,2,1,2
77,87,2,2,2,4.33333333333333,2,2,2,6,2,1,2,2,3,3,3,4,4,3,4,3,2,1,2,3,4,4,5,5,5,5,2,5,3,2,4,4,3,2,1,2,1,1,1,5,2,60,1,-5,4,4,2,1998,1,87,12,0,2,20,3,4,2,1,2,2,2,2,2,2,2,1,2,2,1
10,80,3,2,3,6.83333333333333,3,6,3,5,1,2,3,1,4,3,2,3,3,4,4,3,2,2,3,3,4,3,4,3,4,4,4,4,3,4,2,4,2,3,1,2,1,1,1,3,1,15,2,3,2,2,1,1996,1,75,10,0,4,8,3,1,2,1,2,2,2,3,2,3,2,1,1,2,1
69,89,2,2,3,4.18181818181818,2,3,3,6,1,2,2,3,4,3,2,4,4,4,4,3,2,2,3,3,5,4,4,4,4,3,4,4,2,2,3,2,2,3,1,2,2,1,2,2,1,15,4,-1,-2,3,2,1999,1,80,5,0,10,14,1,1,2,1,1,2,2,2,1,3,2,1,1,2,2
21,41,3,1,3,0.761904761904762,1,3,3,4,2,2,2,2,3,2,3,2,4,3,2,3,2,3,2,3,4,4,2,2,3,3,3,4,4,2,2,2,3,2,1,2,2,1,2,3,3,15,2,2,2,2,2,1999,1,33,0,0,12,30,2,1,2,2,1,2,2,2,2,1,2,2,2,1,1
30,60,1,2,3,1.57692307692308,1,1,1,7,1,1,1,1,4,2,4,4,2,3,2,4,4,2,2,2,5,4,4,2,4,4,5,5,5,4,2,2,2,2,1,1,2,1,1,5,2,30,6,-3,-2,4,1,1994,1,60,16,0,6,12,3,1,2,2,2,2,1,1,2,2,1,1,2,1,2
70,30,3,2,1,3.72727272727273,1,2,2,6,2,1,1,2,4,3,3,3,4,3,4,4,2,3,4,4,4,3,4,4,5,3,3,5,2,2,2,2,3,3,1,2,2,1,1,2,3,10,2,1,1,1,1,1999,1,60,12,0,4,2,3,3,2,1,2,2,2,3,2,3,2,2,1,2,1
60,40,1,1,1,2.15384615384615,3,4,3,2,1,1,1,2,4,4,2,2,3,4,4,4,2,4,2,4,3,3,4,4,4,2,2,4,4,1,2,1,2,3,1,2,1,1,1,3,3,20,2,2,4,5,1,1997,1,80,13,2,10,20,4,1,2,2,2,1,1,1,1,1,2,2,2,1,1
40,59,1,2,2,1.80645161290323,5,6,3,5,2,1,1,2,4,4,2,2,4,4,4,4,2,3,2,5,4,4,3,3,3,4,4,5,4,2,2,2,2,3,1,1,2,2,1,4,4,25,2,-3,4,3,1,1998,1,70,0,0,10,10,3,2,2,1,2,1,2,1,1,2,2,1,1,2,1
37,60,3,1,1,1.9375,1,3,1,6,1,2,2,3,2,3,3,3,4,2,2,4,3,4,4,4,4,3,3,4,4,3,4,3,4,4,4,4,4,3,1,2,2,1,1,3,2,20,2,2,2,3,1,1998,1,67,8,5,12,18,3,4,2,1,2,2,2,3,1,3,2,2,2,1,1
15,25,2,2,3,36,1,2,2,6,3,2,2,1,4,5,1,1,3,4,4,4,2,1,1,3,4,4,4,4,3,3,1,5,2,1,5,5,5,5,1,2,2,1,1,2,2,10,2,-3,-2,2,1,1995,1,70,28,2,3,10,2,3,1,1,2,2,2,2,2,3,2,2,2,2,1
29,0,1,1,3,0.75609756097561,5,4,4,2,2,3,2,1,4,3,3,4,5,4,1,3,5,4,1,2,2,2,6,4,4,3,3,4,1,1,3,3,3,3,1,2,1,1,2,4,2,5,2,0,5,5,1,1999,1,71,16,0,4,20,3,2,2,1,2,2,2,5,1,2,1,1,1,2,2
66,0,3,2,1,0.423076923076923,7,7,6,1,2,3,1,3,2,4,4,3,4,2,2,4,4,4,4,5,3,2,6,5,4,2,2,4,1,1,4,4,4,4,2,2,1,1,2,5,4,5,6,4,-2,5,1,1997,1,50,12,0,0,0,1,1,2,1,1,2,2,3,2,3,2,2,2,1,1
35,82,3,1,3,1.23809523809524,4,3,4,6,4,1,2,2,2,3,4,3,3,1,3,3,4,3,4,4,2,4,4,4,4,3,2,2,5,3,5,2,5,4,1,2,2,1,1,2,1,10,4,5,3,5,2,1998,1,50,8,12,6,10,1,4,2,1,2,1,2,3,1,4,1,2,2,1,2
81,21,1,2,3,1.96153846153846,1,1,1,6,1,1,1,3,4,4,3,4,5,2,3,4,2,4,4,4,4,4,4,3,6,5,4,5,4,2,1,1,1,1,2,2,1,1,1,5,1,15,1,-4,5,5,1,1994,1,100,8,0,3,9,2,2,2,1,1,2,1,2,1,3,2,1,1,2,1
100,100,2,1,3,0.166666666666667,7,6,7,1,1,1,1,1,2,3,4,4,4,2,4,4,4,4,3,1,2,2,4,4,5,4,3,5,5,4,5,5,5,5,2,2,2,2,2,1,1,0,2,0,5,5,2,1998,1,75,0,8,0,4,3,2,2,2,2,2,2,2,1,3,2,2,2,1,2
70,75,1,2,2,1.64516129032258,3,3,3,6,2,2,2,3,3,2,3,4,3,3,2,4,2,2,3,2,3,3,4,4,5,4,2,4,4,1,2,2,2,2,1,2,1,1,1,2,1,15,4,-1,-3,-1,2,1996,1,75,8,3,11,18,4,1,2,1,2,2,1,1,2,2,2,1,1,1,1
35,20,2,1,3,1,2,2,2,6,4,3,2,3,4,4,1,2,3,4,5,3,1,2,1,2,4,4,5,5,5,5,2,5,2,1,2,2,2,2,1,2,2,1,2,2,1,15,4,-1,-1,-2,2,1996,1,70,0,0,8,40,5,4,1,1,2,2,2,2,1,3,2,1,2,2,1
70,20,3,2,1,3.72727272727273,4,4,3,7,1,1,1,1,3,3,2,3,2,4,3,3,1,3,2,2,4,1,4,3,3,2,4,5,1,2,1,2,2,2,2,1,1,1,1,5,3,15,2,4,2,4,1,1998,1,70,4,0,2,8,5,3,2,1,1,2,2,3,2,2,2,2,2,1,1
51,30,3,2,1,0.516129032258065,1,3,2,6,1,2,2,2,4,3,4,2,4,2,4,4,2,2,4,4,3,3,4,4,4,3,4,5,2,2,2,3,2,2,1,2,2,1,1,3,1,15,2,4,4,3,1,1999,1,76,12,0,15,2,3,2,2,1,2,1,2,3,2,1,2,1,1,2,1
0,0,1,2,3,1.24390243902439,2,2,2,6,2,1,1,1,4,2,3,3,4,3,4,4,2,3,4,3,3,4,3,3,3,3,4,4,4,2,2,2,2,2,1,2,2,2,2,2,1,20,2,-2,1,1,2,1999,1,69,10,0,6,9,3,2,2,1,2,2,2,1,1,1,1,2,2,1,1
10,8,1,2,1,3.38095238095238,1,1,2,7,3,1,2,2,4,2,3,2,3,4,5,4,2,2,2,3,4,4,5,5,5,5,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,10,2,-2,3,4,2,1999,1,83,12,3,12,15,2,1,2,1,1,1,2,2,1,1,2,1,2,1,2
3,4,3,2,3,4.63636363636364,1,1,1,7,2,2,2,2,4,2,2,2,3,2,2,3,2,3,3,3,5,3,4,2,2,3,5,5,1,5,4,4,4,3,1,1,2,1,1,2,1,8,2,-4,0,3,2,1997,2,80,0,0,6,26,3,3,2,2,2,1,2,3,2,3,2,1,2,2,1
85,60,2,2,3,0.375,1,3,1,7,1,2,1,1,3,3,1,2,3,2,3,3,2,2,2,3,4,3,3,3,3,3,2,5,2,1,3,4,4,4,1,2,2,1,1,2,1,15,2,4,1,4,1,1998,1,80,9,0,5,16,3,3,2,2,2,1,2,2,2,3,2,1,1,2,1
20,2,1,2,1,1.32258064516129,2,2,2,6,1,2,1,3,4,4,3,3,4,2,2,3,4,4,3,3,4,4,4,4,4,4,5,5,5,5,1,1,1,1,1,2,2,1,1,2,1,5,2,-5,-2,3,2,1999,1,75,12,1,10,10,3,4,2,1,2,2,2,1,1,1,1,2,2,1,2
92,15,1,1,1,1.47619047619048,2,2,2,3,1,3,3,3,4,4,4,4,5,2,3,4,2,5,3,5,5,2,3,3,2,3,3,3,4,4,2,2,2,4,1,1,2,1,1,2,1,10,2,3,-4,3,2,1998,1,76,4,0,16,20,1,2,2,2,1,1,2,1,1,2,2,1,2,1,1
40,50,1,2,2,1.16129032258065,2,3,3,6,2,2,1,2,3,3,2,3,4,3,4,3,2,2,3,3,4,3,3,3,4,4,4,4,4,2,2,2,3,2,1,2,2,1,1,5,3,15,1,1,2,3,2,1999,1,80,12,0,12,7,3,5,2,1,2,2,2,1,2,2,2,2,1,2,1
70,40,2,2,1,2.25,2,2,2,6,2,4,4,4,5,4,1,2,2,3,5,3,2,2,1,1,5,4,5,5,5,3,2,5,4,2,4,4,4,4,1,2,1,1,2,2,1,10,4,2,1,1,2,1999,1,75,8,0,12,20,2,5,2,1,2,2,2,2,2,2,2,1,1,2,1
9,19,3,1,1,1.57692307692308,2,2,2,6,4,3,3,2,4,3,2,2,3,4,3,3,1,2,4,2,4,4,5,5,5,3,4,4,3,3,2,3,2,2,1,2,1,1,1,2,1,12,2,1,1,0,2,1998,1,72,3,0,15,35,3,1,2,1,1,2,2,5,2,2,2,1,1,2,1
0,0,2,1,3,3.1875,2,3,3,6,3,3,3,3,3,3,2,2,4,4,3,3,2,2,2,2,4,4,5,5,5,4,5,5,5,4,1,1,1,1,1,2,1,2,2,3,1,30,4,2,2,2,2,1998,2,51,0,0,10,30,2,1,2,2,2,2,1,1,1,3,2,2,1,2,1
70,60,1,2,1,1.64516129032258,6,3,3,4,3,2,2,2,4,4,3,3,4,3,4,4,2,3,4,4,4,4,4,4,5,4,4,4,5,5,4,2,4,4,1,2,2,1,1,2,1,10,2,2,0,2,2,1999,1,75,10,0,15,20,3,5,2,1,2,1,2,2,1,3,2,1,1,2,1
40,20,1,1,1,2.9047619047619,4,4,4,4,2,4,3,4,4,4,2,2,3,4,4,3,2,2,2,3,4,4,4,4,4,4,4,4,3,2,2,3,3,2,1,2,1,2,1,2,1,10,4,3,1,1,2,1999,1,71,20,0,2,5,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1
4,10,1,1,3,2.42857142857143,3,3,3,5,3,1,2,1,3,2,3,3,4,4,4,4,2,2,3,4,4,4,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,1,1,3,1,5,2,-1,3,3,1,1999,1,60,0,0,10,20,3,1,2,1,2,2,2,1,1,3,2,1,1,1,1
30,71,3,1,2,1.90909090909091,2,3,2,6,1,2,1,1,5,4,2,2,4,4,4,4,2,2,2,2,4,4,3,3,3,3,4,4,2,2,2,2,2,2,2,2,2,1,1,5,1,20,3,2,-3,2,1,1998,1,60,0,0,0,20,1,4,2,1,2,2,1,3,1,2,1,2,2,1,1
51,50,1,1,1,1.32258064516129,3,3,3,5,1,2,2,3,3,3,2,2,4,4,2,4,2,2,3,4,2,4,5,4,4,3,2,4,2,2,2,2,2,2,1,2,2,1,1,2,1,15,4,2,-4,3,2,1998,1,64,0,0,10,6,1,3,2,1,1,2,1,2,1,2,2,2,2,1,1
29,83,2,2,2,1.90909090909091,4,4,4,4,3,1,1,2,4,2,2,4,3,3,2,2,3,3,4,3,4,4,3,3,3,2,4,5,2,2,1,1,1,1,1,2,2,1,1,2,1,10,2,-3,-3,5,1,1999,1,50,16,0,7,7,3,3,2,1,2,2,2,2,2,2,2,2,2,1,1
28,19,1,1,2,3.72727272727273,1,2,3,7,2,2,3,1,4,3,2,2,3,4,4,3,2,2,2,3,5,4,5,5,6,5,2,4,3,2,3,3,3,3,1,2,2,1,1,3,3,15,2,2,3,5,1,1999,1,71,10,0,5,8,3,3,2,1,1,2,2,2,1,2,2,1,1,2,1
19,9,1,1,1,1.96774193548387,2,2,2,6,3,3,4,3,4,4,3,2,4,4,4,4,1,2,3,2,5,4,5,5,6,4,4,4,3,4,4,3,4,4,1,2,1,1,1,2,3,30,2,-2,2,-3,1,1995,1,72,16,0,10,5,3,3,1,1,2,2,2,1,1,1,2,1,1,2,1
30,90,1,2,3,8.27272727272727,1,1,7,7,3,2,2,2,4,4,2,4,4,4,4,4,2,2,4,2,4,4,3,3,3,2,4,5,2,2,1,2,2,1,1,2,1,1,2,2,1,9,4,3,0,3,1,1997,1,71,13,13,4,20,2,2,2,1,1,2,2,1,2,3,2,1,2,1,1
0,0,3,1,3,3.72727272727273,2,3,1,7,2,1,2,3,4,2,3,2,4,2,4,1,2,4,3,3,4,4,5,5,5,3,3,5,2,1,3,3,3,3,1,2,2,1,1,2,1,12,4,3,0,2,2,1997,1,60,0,1,8,8,1,2,2,1,2,1,1,3,1,3,2,1,1,2,1
100,100,2,1,3,1.47619047619048,2,2,2,7,3,1,2,3,4,4,2,2,3,2,4,4,2,1,3,4,4,3,6,6,6,4,4,5,2,2,2,4,4,2,1,2,2,2,2,2,2,15,2,2,1,1,2,1999,1,80,7,0,10,10,3,4,2,1,2,2,2,1,1,3,2,1,1,2,1
71,9,2,2,1,1.625,2,2,2,7,1,2,1,1,4,2,2,2,4,3,4,3,2,3,3,3,4,3,3,3,5,3,4,5,3,2,4,4,4,4,1,1,2,1,1,2,1,10,4,1,0,1,2,1997,1,75,0,0,2,30,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1
75,100,2,1,2,0.6875,3,4,3,5,2,2,2,1,4,2,2,3,5,3,2,3,3,1,2,2,4,4,5,3,3,3,3,4,4,2,2,3,4,2,1,2,2,1,1,2,1,10,2,-3,0,2,1,1999,1,72,0,2,0,10,3,2,2,1,1,2,2,1,1,2,2,2,2,1,1
30,70,1,1,1,1,5,6,3,6,1,2,2,1,4,4,2,2,3,5,4,2,2,2,2,2,4,2,3,3,3,2,2,4,2,1,4,3,4,4,1,2,1,1,1,5,3,10,2,3,4,3,1,1994,1,69,20,0,0,20,1,1,1,2,2,2,2,1,1,2,1,2,2,1,2
20,2,1,2,2,0.464285714285714,7,7,7,1,2,1,1,2,3,2,4,3,4,4,3,3,4,2,2,4,3,4,5,5,5,4,2,5,4,1,2,2,2,2,1,2,2,1,1,4,1,20,2,2,1,5,2,1995,1,60,16,0,10,15,3,4,1,1,2,2,1,2,2,2,2,1,1,2,2
